"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 09- 22","53,000","52,960","53,600","52,460","13.87M","0.38%"
"2017- 09- 21","52,800","52,220","52,960","52,220","8.30M","1.11%"
"2017- 09- 20","52,220","52,120","52,500","51,840","9.12M","0.19%"
"2017- 09- 19","52,120","52,500","52,640","51,780","9.75M","-0.69%"
"2017- 09- 18","52,480","50,540","52,480","50,520","11.27M","4.13%"
"2017- 09- 15","50,400","50,300","50,560","49,860","10.55M","0.20%"
"2017- 09- 14","50,300","50,060","50,320","49,760","14.06M","1.37%"
"2017- 09- 13","49,620","49,820","50,400","49,440","9.33M","0.04%"
"2017- 09- 12","49,600","50,200","50,220","49,140","11.44M","-0.40%"
"2017- 09- 11","49,800","49,700","50,180","49,500","9.80M","1.47%"
"2017- 09- 08","49,080","48,700","49,180","48,580","10.84M","2.00%"
"2017- 09- 07","48,120","47,000","48,220","47,000","9.64M","2.38%"
"2017- 09- 06","47,000","46,760","47,180","46,700","10.27M","0.51%"
"2017- 09- 05","46,760","46,240","46,900","45,960","9.68M","1.56%"
"2017- 09- 04","46,040","45,780","46,360","45,500","7.88M","-0.95%"
"2017- 09- 01","46,480","46,460","46,640","46,300","9.26M","0.35%"
"2017- 08- 31","46,320","46,220","46,640","46,000","10.08M","0.26%"
"2017- 08- 30","46,200","46,380","46,400","45,960","7.24M","0.26%"
"2017- 08- 29","46,080","45,640","46,080","45,160","12.59M","-0.04%"
"2017- 08- 28","46,100","47,020","47,240","45,960","9.96M","-1.96%"
"2017- 08- 25","47,020","47,880","47,880","46,720","10.80M","-1.05%"
"2017- 08- 24","47,520","47,520","47,660","47,340","8.49M","0.08%"
"2017- 08- 23","47,480","47,780","47,780","47,180","7.68M","1.02%"
"2017- 08- 22","47,000","46,820","47,160","46,700","6.48M","0.34%"
"2017- 08- 21","46,840","47,240","47,240","46,580","4.90M","-0.13%"
"2017- 08- 18","46,900","46,760","47,240","46,240","10.00M","-0.30%"
"2017- 08- 17","47,040","46,960","47,300","46,740","12.11M","1.82%"
"2017- 08- 16","46,200","46,220","46,380","46,000","21.88M","2.67%"
"2017- 08- 14","45,000","45,120","45,400","44,720","18.78M","0.85%"
"2017- 08- 11","44,620","45,120","45,300","44,220","24.82M","-2.79%"
"2017- 08- 10","45,900","46,200","46,320","45,460","22.83M","-0.82%"
"2017- 08- 09","46,280","47,400","47,400","46,240","14.53M","-3.02%"
"2017- 08- 08","47,720","47,980","48,260","47,480","7.93M","0.29%"
"2017- 08- 07","47,580","47,500","48,080","47,440","7.12M","-0.25%"
"2017- 08- 04","47,700","48,160","48,180","47,500","8.36M","-0.17%"
"2017- 08- 03","47,780","49,000","49,000","47,120","15.51M","-2.49%"
"2017- 08- 02","49,000","49,200","49,340","48,600","7.59M","0.82%"
"2017- 08- 01","48,600","48,000","48,840","47,540","11.22M","0.83%"
"2017- 07- 31","48,200","47,420","48,240","46,920","12.65M","0.92%"
"2017- 07- 28","47,760","49,800","49,800","47,380","25.54M","-4.10%"
"2017- 07- 27","49,800","50,000","50,640","49,560","11.43M","-0.08%"
"2017- 07- 26","49,840","49,600","50,020","49,300","10.93M","-0.32%"
"2017- 07- 25","50,000","50,500","50,760","49,940","10.13M","-1.69%"
"2017- 07- 24","50,860","50,700","51,000","50,620","7.09M","-0.43%"
"2017- 07- 21","51,080","50,860","51,160","50,520","8.43M","-0.23%"
"2017- 07- 20","51,200","50,760","51,320","50,560","8.35M","0.91%"
"2017- 07- 19","50,740","50,620","50,820","50,000","11.16M","-0.20%"
"2017- 07- 18","50,840","50,420","50,880","50,360","6.66M","0.39%"
"2017- 07- 17","50,640","50,900","51,020","50,520","7.86M","0.32%"
"2017- 07- 14","50,480","51,000","51,080","50,420","7.98M","-0.16%"
"2017- 07- 13","50,560","50,080","50,940","50,040","15.63M","1.36%"
"2017- 07- 12","49,880","49,000","50,000","48,840","9.47M","1.80%"
"2017- 07- 11","49,000","48,640","49,000","48,280","9.59M","0.70%"
"2017- 07- 10","48,660","48,500","48,900","48,320","10.60M","1.67%"
"2017- 07- 07","47,860","47,740","48,120","47,620","8.04M","-0.42%"
"2017- 07- 06","48,060","48,000","48,100","47,720","10.55M","1.01%"
"2017- 07- 05","47,580","46,820","47,680","46,780","9.77M","1.23%"
"2017- 07- 04","47,000","47,160","47,400","46,900","7.95M","-0.47%"
"2017- 07- 03","47,220","47,500","47,780","47,120","6.80M","-0.67%"
"2017- 06- 30","47,540","47,500","47,620","47,100","11.75M","-0.83%"
"2017- 06- 29","47,940","48,040","48,320","47,940","7.99M","0.50%"
"2017- 06- 28","47,700","47,600","48,000","47,560","9.45M","-1.24%"
"2017- 06- 27","48,300","48,220","48,400","47,900","9.38M","0.04%"
"2017- 06- 26","48,280","47,520","48,360","47,520","8.06M","1.39%"
"2017- 06- 23","47,620","47,600","47,780","47,420","8.63M","-0.71%"
"2017- 06- 22","47,960","47,960","48,080","47,720","8.92M","1.01%"
"2017- 06- 21","47,480","47,740","48,120","47,480","9.65M","-1.37%"
"2017- 06- 20","48,140","47,240","48,140","47,220","14.84M","3.39%"
"2017- 06- 19","46,560","45,580","46,560","45,560","10.64M","2.15%"
"2017- 06- 16","45,580","45,500","45,940","45,460","15.12M","-0.22%"
"2017- 06- 15","45,680","45,680","45,920","45,180","9.15M","0.71%"
"2017- 06- 14","45,360","45,800","46,060","45,240","9.74M","-0.09%"
"2017- 06- 13","45,400","45,140","45,620","45,140","8.62M","0.04%"
"2017- 06- 12","45,380","45,420","45,600","45,140","10.90M","-1.56%"
"2017- 06- 09","46,100","45,680","46,440","45,600","11.73M","2.08%"
"2017- 06- 08","45,160","45,000","45,580","45,000","13.95M","-0.31%"
"2017- 06- 07","45,300","46,500","46,500","45,240","12.19M","-98.03%"
"2017- 06- 06","2,297,000","2,297,000","2,297,000","2,297,000","","4,900.00%"
"2017- 06- 05","45,940","46,040","46,360","45,720","7.56M","-0.04%"
"2017- 06- 02","45,960","45,060","45,960","45,000","12.40M","2.86%"
"2017- 06- 01","44,680","44,860","44,900","44,400","9.74M","-0.04%"
"2017- 05- 31","44,700","44,580","45,020","44,400","18.39M","0.13%"
"2017- 05- 30","44,640","45,520","45,660","44,480","12.42M","-2.15%"
"2017- 05- 29","45,620","46,220","46,400","45,380","8.72M","-1.00%"
"2017- 05- 26","46,080","45,600","46,460","45,540","13.06M","0.88%"
"2017- 05- 25","45,680","45,160","45,680","44,800","12.95M","1.78%"
"2017- 05- 24","44,880","44,860","45,300","44,800","8.60M","-0.09%"
"2017- 05- 23","44,920","45,400","45,580","44,900","12.57M","-0.40%"
"2017- 05- 22","45,100","45,040","45,380","44,760","17.62M","0.85%"
"2017- 05- 19","44,720","45,640","45,780","44,720","15.72M","-2.66%"
"2017- 05- 18","45,940","45,740","46,000","45,540","10.77M","-0.86%"
"2017- 05- 17","46,340","46,120","46,640","46,100","7.41M","-0.09%"
"2017- 05- 16","46,380","46,660","46,800","46,100","8.65M","0.61%"
"2017- 05- 15","46,100","45,620","46,280","45,620","8.00M","0.61%"
"2017- 05- 12","45,820","45,760","46,160","45,660","9.00M","0.70%"
"2017- 05- 11","45,500","45,420","46,180","45,220","20.43M","-0.22%"
"2017- 05- 10","45,600","46,160","47,220","45,600","22.63M","-98.06%"
"2017- 05- 09","2,351,000","2,351,000","2,351,000","2,351,000","0.04K","4,900.00%"
"2017- 05- 08","47,020","45,520","47,020","45,340","16.63M","3.30%"
"2017- 05- 04","45,520","45,700","45,700","44,860","11.28M","-97.97%"
"2017- 05- 03","2,245,000","2,245,000","2,245,000","2,245,000","","4,900.00%"
"2017- 05- 02","44,900","45,500","45,500","44,760","14.03M","-97.99%"
"2017- 05- 01","2,231,000","2,231,000","2,231,000","2,231,000","0.00K","4,900.00%"
"2017- 04- 28","44,620","45,780","45,800","44,520","21.47M","1.78%"
"2017- 04- 27","43,840","42,700","44,520","41,960","21.48M","2.43%"
"2017- 04- 26","42,800","42,700","42,800","42,520","10.63M","0.23%"
"2017- 04- 25","42,700","41,460","42,740","41,320","14.25M","3.54%"
"2017- 04- 24","41,240","41,260","41,260","40,920","7.01M","1.18%"
"2017- 04- 21","40,760","40,480","41,400","40,480","12.16M","1.19%"
"2017- 04- 20","40,280","40,580","40,800","40,080","19.56M","-1.52%"
"2017- 04- 19","40,900","41,300","41,420","40,900","10.14M","-1.45%"
"2017- 04- 18","41,500","41,680","41,820","41,280","6.35M","-0.14%"
"2017- 04- 17","41,560","42,000","42,080","41,520","4.20M","-1.09%"
"2017- 04- 14","42,020","42,160","42,260","41,760","4.46M","-0.94%"
"2017- 04- 13","42,420","41,660","42,460","41,660","8.48M","1.24%"
"2017- 04- 12","41,900","41,860","41,940","41,700","6.77M","0.72%"
"2017- 04- 11","41,600","41,940","41,940","41,580","5.37M","-0.81%"
"2017- 04- 10","41,940","41,940","41,940","41,500","6.07M","0.82%"
"2017- 04- 07","41,600","41,800","41,820","41,160","8.32M","-0.57%"
"2017- 04- 06","41,840","42,000","42,080","41,600","7.78M","-0.71%"
"2017- 04- 05","42,140","41,900","42,240","41,700","8.75M","0.14%"
"2017- 04- 04","42,080","41,600","42,180","41,520","10.12M","1.54%"
"2017- 04- 03","41,440","41,400","41,720","41,300","7.79M","0.58%"
"2017- 03- 31","41,200","41,820","42,020","41,200","9.74M","-1.86%"
"2017- 03- 30","41,980","41,880","42,440","41,880","8.09M","0.48%"
"2017- 03- 29","41,780","41,740","41,960","41,580","10.08M","0.72%"
"2017- 03- 28","41,480","41,560","41,840","41,380","8.14M","0.68%"
"2017- 03- 27","41,200","41,200","41,880","41,180","9.57M","-0.72%"
"2017- 03- 24","41,500","41,600","41,980","41,080","12.65M","-0.72%"
"2017- 03- 23","41,800","42,200","42,360","41,700","14.99M","-1.55%"
"2017- 03- 22","42,460","41,600","42,460","41,580","15.24M","-0.23%"
"2017- 03- 21","42,560","41,780","42,680","41,760","11.01M","1.58%"
"2017- 03- 20","41,900","42,000","42,120","41,740","9.92M","-1.18%"
"2017- 03- 17","42,400","41,800","42,500","41,720","11.34M","1.34%"
"2017- 03- 16","41,840","41,800","42,180","41,540","9.81M","1.06%"
"2017- 03- 15","41,400","40,800","41,440","40,800","8.30M","0.10%"
"2017- 03- 14","41,360","40,620","41,540","40,500","11.32M","1.87%"
"2017- 03- 13","40,600","40,040","40,980","40,040","7.41M","1.05%"
"2017- 03- 10","40,180","39,960","40,420","39,860","10.12M","-0.05%"
"2017- 03- 09","40,200","40,200","40,300","40,020","11.41M","0.00%"
"2017- 03- 08","40,200","40,200","40,620","40,140","10.84M","0.00%"
"2017- 03- 07","40,200","39,800","40,320","39,800","10.54M","0.30%"
"2017- 03- 06","40,080","39,220","40,220","39,220","12.20M","1.16%"
"2017- 03- 03","39,620","39,340","39,720","39,160","12.69M","-0.25%"
"2017- 03- 02","39,720","38,420","39,860","38,420","20.81M","3.33%"
"2017- 02- 28","38,440","38,060","38,760","37,960","15.00M","1.00%"
"2017- 02- 27","38,060","38,020","38,140","37,700","8.74M","-0.42%"
"2017- 02- 24","38,220","38,960","39,100","38,060","8.79M","-2.45%"
"2017- 02- 23","39,180","39,020","39,440","39,020","10.03M","-0.31%"
"2017- 02- 22","39,300","39,000","39,340","38,980","8.53M","0.92%"
"2017- 02- 21","38,940","38,540","39,560","38,420","10.48M","0.72%"
"2017- 02- 20","38,660","38,220","38,780","38,160","7.47M","2.11%"
"2017- 02- 17","37,860","37,560","38,040","37,280","15.08M","-0.42%"
"2017- 02- 16","38,020","37,800","38,360","37,780","10.22M","0.80%"
"2017- 02- 15","37,720","37,080","37,960","37,080","13.88M","0.37%"
"2017- 02- 14","37,580","37,960","38,260","37,320","13.04M","-1.00%"
"2017- 02- 13","37,960","37,740","38,060","37,720","10.39M","-1.04%"
"2017- 02- 10","38,360","38,400","38,760","38,300","10.72M","-0.10%"
"2017- 02- 09","38,400","38,780","38,840","38,220","13.16M","0.00%"
"2017- 02- 08","38,400","38,740","38,780","38,200","12.87M","-1.08%"
"2017- 02- 07","38,820","39,560","39,580","38,760","12.17M","-1.87%"
"2017- 02- 06","39,560","39,580","39,660","39,140","8.82M","0.25%"
"2017- 02- 03","39,460","39,400","39,500","39,180","8.47M","0.25%"
"2017- 02- 02","39,360","39,600","39,660","39,200","11.89M","0.61%"
"2017- 02- 01","39,120","39,540","39,660","39,040","13.00M","-0.86%"
"2017- 01- 31","39,460","39,900","39,900","39,460","14.17M","-98.02%"
"2017- 01- 30","1,995,000","1,995,000","1,995,000","1,995,000","0.04K","4,900.00%"
"2017- 01- 26","39,900","39,420","40,000","39,420","12.90M","1.27%"
"2017- 01- 25","39,400","38,340","39,400","38,320","13.14M","3.25%"
"2017- 01- 24","38,160","38,120","38,580","37,880","9.73M","0.26%"
"2017- 01- 23","38,060","37,200","38,060","37,000","8.50M","2.31%"
"2017- 01- 20","37,200","37,120","37,420","36,880","8.76M","-0.75%"
"2017- 01- 19","37,480","37,720","37,920","37,020","8.97M","1.46%"
"2017- 01- 18","36,940","37,040","37,500","36,620","8.86M","-0.05%"
"2017- 01- 17","36,960","36,580","37,460","36,580","8.09M","0.82%"
"2017- 01- 16","36,660","36,860","37,820","36,320","16.59M","-2.14%"
"2017- 01- 13","37,460","38,100","38,320","37,460","15.38M","-3.45%"
"2017- 01- 12","38,800","38,000","38,800","37,980","11.59M","1.36%"
"2017- 01- 11","38,280","37,520","38,560","37,420","11.86M","2.79%"
"2017- 01- 10","37,240","37,280","37,400","37,080","8.71M","0.05%"
"2017- 01- 09","37,220","36,600","37,500","36,560","12.87M","2.82%"
"2017- 01- 06","36,200","36,180","36,440","36,040","8.38M","1.80%"
"2017- 01- 05","35,560","36,060","36,060","35,540","10.49M","-1.66%"
"2017- 01- 04","36,160","36,500","36,520","36,100","7.31M","-0.88%"
"2017- 01- 03","36,480","36,280","36,620","36,020","7.34M","1.05%"
"2017- 01- 02","36,100","35,980","36,240","35,880","4.65M","-98.00%"
"2017- 01- 01","1,802,000","1,802,000","1,802,000","1,802,000","0.01K","4,900.00%"
"2016- 12- 29","36,040","35,420","36,040","35,400","7.00M","0.78%"
"2016- 12- 28","35,760","35,840","35,980","35,600","6.62M","-0.61%"
"2016- 12- 27","35,980","35,980","36,200","35,860","4.60M","0.06%"
"2016- 12- 26","35,960","35,600","36,000","35,560","4.80M","-97.98%"
"2016- 12- 25","1,782,000","1,782,000","1,782,000","1,782,000","0.02K","4,900.00%"
"2016- 12- 23","35,640","36,020","36,080","35,600","8.12M","-1.49%"
"2016- 12- 22","36,180","36,260","36,300","35,980","5.33M","0.22%"
"2016- 12- 21","36,100","36,360","36,600","36,020","6.53M","-0.39%"
"2016- 12- 20","36,240","35,920","36,400","35,840","6.13M","0.95%"
"2016- 12- 19","35,900","35,620","36,380","35,620","5.44M","-98.00%"
"2016- 12- 18","1,793,000","1,793,000","1,793,000","1,793,000","","4,900.00%"
"2016- 12- 16","35,860","35,300","36,020","35,200","11.50M","1.93%"
"2016- 12- 15","35,180","34,820","35,500","34,820","5.77M","-1.01%"
"2016- 12- 14","35,540","35,560","35,680","35,280","7.18M","0.62%"
"2016- 12- 13","35,320","34,620","35,440","34,620","10.88M","0.80%"
"2016- 12- 12","35,040","34,660","35,360","34,660","11.18M","-98.03%"
"2016- 12- 11","1,780,000","1,780,000","1,780,000","1,780,000","0.02K","4,900.00%"
"2016- 12- 09","35,600","35,900","35,900","35,400","9.52M","-0.56%"
"2016- 12- 08","35,800","35,980","36,020","35,520","16.40M","1.02%"
"2016- 12- 07","35,440","35,040","35,480","35,040","9.54M","1.37%"
"2016- 12- 06","34,960","34,440","35,200","34,400","13.69M","1.75%"
"2016- 12- 05","34,360","34,340","34,680","34,220","8.47M","-98.01%"
"2016- 12- 04","1,727,000","1,727,000","1,727,000","1,727,000","0.04K","4,900.00%"
"2016- 12- 02","34,540","34,480","34,760","34,140","14.06M","-1.26%"
"2016- 12- 01","34,980","34,800","35,060","34,660","13.10M","0.17%"
"2016- 11- 30","34,920","33,540","34,940","33,540","25.48M","4.11%"
"2016- 11- 29","33,540","33,800","33,960","33,380","17.66M","0.00%"
"2016- 11- 28","33,540","33,000","33,620","32,800","12.98M","-97.97%"
"2016- 11- 27","1,650,000","1,650,000","1,650,000","1,650,000","0.09K","4,900.00%"
"2016- 11- 25","33,000","32,820","33,040","32,660","6.26M","0.00%"
"2016- 11- 24","33,000","32,980","33,040","32,660","7.43M","0.06%"
"2016- 11- 23","32,980","33,220","33,220","32,520","12.22M","0.55%"
"2016- 11- 22","32,800","32,140","32,900","32,000","9.75M","2.95%"
"2016- 11- 21","31,860","31,300","32,120","31,300","8.18M","-97.99%"
"2016- 11- 20","1,586,000","1,586,000","1,586,000","1,586,000","0.01K","4,900.00%"
"2016- 11- 18","31,720","31,640","31,760","31,400","9.34M","1.15%"
"2016- 11- 17","31,360","31,100","31,520","30,900","7.86M","0.64%"
"2016- 11- 16","31,160","30,800","31,280","30,800","11.32M","1.23%"
"2016- 11- 15","30,780","31,060","31,620","30,780","13.65M","-0.90%"
"2016- 11- 14","31,060","31,900","31,920","31,040","15.05M","-98.06%"
"2016- 11- 13","1,598,000","1,598,000","1,598,000","1,598,000","0.06K","4,900.00%"
"2016- 11- 11","31,960","31,700","32,360","31,700","12.75M","-3.09%"
"2016- 11- 10","32,980","32,600","33,000","32,360","11.79M","3.32%"
"2016- 11- 09","31,920","32,920","33,140","31,820","15.62M","-2.92%"
"2016- 11- 08","32,880","32,980","32,980","32,700","5.37M","0.24%"
"2016- 11- 07","32,800","32,940","33,000","32,680","7.65M","-97.98%"
"2016- 11- 06","1,627,000","1,627,000","1,627,000","1,627,000","0.08K","4,900.00%"
"2016- 11- 04","32,540","32,100","32,680","32,100","7.10M","0.68%"
"2016- 11- 03","32,320","32,600","32,800","32,120","10.32M","-1.64%"
"2016- 11- 02","32,860","32,800","33,040","32,620","10.10M","-0.54%"
"2016- 11- 01","33,040","32,600","33,040","32,240","10.15M","0.79%"
"2016- 10- 31","32,780","32,320","32,780","32,220","11.87M","-97.97%"
"2016- 10- 30","1,614,000","1,614,000","1,614,000","1,614,000","0.04K","4,900.00%"
"2016- 10- 28","32,280","31,600","32,280","31,600","9.83M","2.61%"
"2016- 10- 27","31,460","31,420","32,340","31,120","13.83M","0.38%"
"2016- 10- 26","31,340","31,940","31,980","31,240","9.73M","-1.88%"
"2016- 10- 25","31,940","32,000","32,080","31,840","9.31M","-0.68%"
"2016- 10- 24","32,160","31,860","32,160","31,800","8.75M","-97.98%"
"2016- 10- 23","1,589,000","1,589,000","1,589,000","1,589,000","0.01K","4,900.00%"
"2016- 10- 21","31,780","32,120","32,260","31,760","10.32M","-1.91%"
"2016- 10- 20","32,400","32,520","33,020","32,180","10.22M","-0.31%"
"2016- 10- 19","32,500","31,580","32,860","31,500","14.98M","2.27%"
"2016- 10- 18","31,780","31,440","31,900","31,440","10.19M","-0.06%"
"2016- 10- 17","31,800","31,300","32,040","30,760","12.66M","-97.98%"
"2016- 10- 16","1,577,000","1,577,000","1,577,000","1,577,000","0.05K","4,900.00%"
"2016- 10- 14","31,540","30,960","31,760","30,940","14.15M","1.28%"
"2016- 10- 13","31,140","31,000","31,620","30,900","21.05M","1.43%"
"2016- 10- 12","30,700","29,900","30,900","29,880","37.54M","-0.65%"
"2016- 10- 11","30,900","32,000","32,500","30,900","34.09M","-8.04%"
"2016- 10- 10","33,600","33,000","33,780","32,560","25.07M","-98.03%"
"2016- 10- 09","1,706,000","1,706,000","1,706,000","1,706,000","0.03K","4,900.00%"
"2016- 10- 07","34,120","34,000","34,320","33,800","21.38M","0.89%"
"2016- 10- 06","33,820","33,920","34,000","33,340","27.88M","4.45%"
"2016- 10- 05","32,380","32,020","32,520","31,940","11.45M","0.31%"
"2016- 10- 04","32,280","32,200","32,480","32,120","10.24M","-97.98%"
"2016- 10- 03","1,598,000","1,598,000","1,598,000","1,598,000","","4,900.00%"
"2016- 09- 30","31,960","31,800","32,300","31,700","11.53M","-0.13%"
"2016- 09- 29","32,000","31,460","32,380","31,440","11.38M","2.11%"
"2016- 09- 28","31,340","31,080","31,460","31,080","7.81M","-0.13%"
"2016- 09- 27","31,380","31,000","31,500","30,660","9.83M","0.06%"
"2016- 09- 26","31,360","31,420","31,920","31,280","13.15M","-98.00%"
"2016- 09- 25","1,571,000","1,571,000","1,571,000","1,571,000","0.02K","4,900.00%"
"2016- 09- 23","31,420","31,640","31,960","31,320","16.72M","-2.90%"
"2016- 09- 22","32,360","32,000","32,820","31,980","11.01M","1.63%"
"2016- 09- 21","31,840","31,900","32,020","31,520","9.96M","0.44%"
"2016- 09- 20","31,700","31,180","31,760","31,180","12.92M","1.73%"
"2016- 09- 19","31,160","30,760","31,380","30,720","21.33M","-97.96%"
"2016- 09- 18","1,527,000","1,527,000","1,527,000","1,527,000","0.02K","4,900.00%"
"2016- 09- 13","30,540","30,160","30,980","29,900","24.65M","4.23%"
"2016- 09- 12","29,300","29,800","30,120","29,120","26.22M","-98.14%"
"2016- 09- 11","1,575,000","1,575,000","1,575,000","1,575,000","","4,900.00%"
"2016- 09- 09","31,500","32,220","32,360","31,280","13.04M","-3.90%"
"2016- 09- 08","32,780","32,460","32,780","32,280","11.84M","1.11%"
"2016- 09- 07","32,420","32,960","33,040","32,420","9.57M","-1.34%"
"2016- 09- 06","32,860","32,140","32,900","31,940","7.66M","2.30%"
"2016- 09- 05","32,120","31,800","32,300","31,700","8.36M","-97.99%"
"2016- 09- 04","1,597,000","1,597,000","1,597,000","1,597,000","0.09K","4,900.00%"
"2016- 09- 02","31,940","31,900","32,260","31,760","8.07M","0.63%"
"2016- 09- 01","31,740","31,660","31,760","31,260","18.74M","-2.04%"
"2016- 08- 31","32,400","32,820","32,820","32,220","20.48M","-1.52%"
"2016- 08- 30","32,900","32,940","33,420","32,660","7.84M","0.30%"
"2016- 08- 29","32,800","32,040","32,800","31,940","8.84M","-97.97%"
"2016- 08- 28","1,612,000","1,612,000","1,612,000","1,612,000","","4,900.00%"
"2016- 08- 26","32,240","32,120","32,460","32,060","12.05M","-1.65%"
"2016- 08- 25","32,780","32,600","33,180","32,440","14.12M","-0.85%"
"2016- 08- 24","33,060","33,600","33,640","32,720","15.87M","-2.02%"
"2016- 08- 23","33,740","33,300","33,880","33,140","10.93M","1.32%"
"2016- 08- 22","33,300","33,480","33,840","33,180","12.59M","-98.01%"
"2016- 08- 21","1,675,000","1,675,000","1,675,000","1,675,000","0.02K","4,900.00%"
"2016- 08- 19","33,500","32,760","33,500","32,720","15.29M","2.13%"
"2016- 08- 18","32,800","31,340","32,880","31,320","17.87M","4.73%"
"2016- 08- 17","31,320","31,380","31,400","31,020","6.85M","-0.13%"
"2016- 08- 16","31,360","30,900","31,520","30,900","10.70M","1.49%"
"2016- 08- 12","30,900","31,180","31,400","30,880","10.37M","-0.90%"
"2016- 08- 11","31,180","30,820","31,180","30,520","10.37M","1.17%"
"2016- 08- 10","30,820","31,340","31,400","30,680","12.06M","-1.66%"
"2016- 08- 09","31,340","31,480","31,580","31,140","8.76M","-0.13%"
"2016- 08- 08","31,380","31,320","31,500","31,120","10.32M","-97.99%"
"2016- 08- 07","1,561,000","1,561,000","1,561,000","1,561,000","0.06K","4,900.00%"
"2016- 08- 05","31,220","30,580","31,280","30,500","6.90M","2.90%"
"2016- 08- 04","30,340","30,380","30,660","30,340","7.00M","0.00%"
"2016- 08- 03","30,340","30,960","30,960","30,340","7.50M","-2.00%"
"2016- 08- 02","30,960","31,360","31,360","30,920","8.31M","-1.28%"
"2016- 08- 01","31,360","31,380","31,600","31,200","11.11M","-97.96%"
"2016- 07- 31","1,539,000","1,539,000","1,539,000","1,539,000","0.01K","4,900.00%"
"2016- 07- 29","30,780","30,400","31,140","30,220","14.93M","2.12%"
"2016- 07- 28","30,140","30,660","30,720","29,960","9.46M","-1.31%"
"2016- 07- 27","30,540","30,240","30,580","30,240","6.33M","-0.20%"
"2016- 07- 26","30,600","30,000","30,620","29,960","7.21M","1.86%"
"2016- 07- 25","30,040","30,000","30,460","29,900","7.58M","-98.02%"
"2016- 07- 24","1,516,000","1,516,000","1,516,000","1,516,000","0.01K","4,900.00%"
"2016- 07- 22","30,320","30,120","30,560","30,120","8.27M","-1.75%"
"2016- 07- 21","30,860","30,800","30,940","30,740","7.95M","0.19%"
"2016- 07- 20","30,800","30,660","30,840","30,480","7.76M","0.46%"
"2016- 07- 19","30,660","30,560","30,800","30,440","10.12M","0.00%"
"2016- 07- 18","30,660","30,360","30,660","30,000","10.92M","-97.98%"
"2016- 07- 17","1,518,000","1,518,000","1,518,000","1,518,000","0.00K","4,900.00%"
"2016- 07- 15","30,360","30,000","30,440","29,720","11.59M","1.20%"
"2016- 07- 14","30,000","29,620","30,000","29,520","12.38M","1.28%"
"2016- 07- 13","29,620","29,920","29,920","29,260","9.90M","1.16%"
"2016- 07- 12","29,280","29,980","30,100","29,200","10.97M","-1.68%"
"2016- 07- 11","29,780","29,200","30,000","29,200","13.43M","-97.96%"
"2016- 07- 10","1,460,000","1,460,000","1,460,000","1,460,000","0.03K","4,900.00%"
"2016- 07- 08","29,200","29,000","29,500","28,980","12.34M","0.69%"
"2016- 07- 07","29,000","28,420","29,000","28,320","11.31M","2.04%"
"2016- 07- 06","28,420","28,940","29,040","28,240","16.04M","-3.27%"
"2016- 07- 05","29,380","29,320","29,500","29,240","7.77M","0.20%"
"2016- 07- 04","29,320","29,280","29,480","29,020","7.84M","0.00%"
"2016- 07- 01","29,320","28,540","29,580","28,540","14.34M","2.88%"
"2016- 06- 30","28,500","28,160","28,900","27,940","13.65M","2.08%"
"2016- 06- 29","27,920","28,160","28,240","27,820","10.41M","-0.21%"
"2016- 06- 28","27,980","27,800","28,080","27,580","10.69M","0.07%"
"2016- 06- 27","27,960","28,000","28,100","27,700","11.84M","-0.14%"
"2016- 06- 24","28,000","28,900","28,900","27,200","20.50M","-2.10%"
"2016- 06- 23","28,600","28,880","28,900","28,540","11.21M","-1.04%"
"2016- 06- 22","28,900","28,920","29,000","28,620","8.86M","-0.21%"
"2016- 06- 21","28,960","28,640","28,980","28,520","9.68M","1.19%"
"2016- 06- 20","28,620","28,540","28,960","28,520","13.42M","-97.99%"
"2016- 06- 19","1,426,000","1,426,000","1,426,000","1,426,000","0.00K","4,900.00%"
"2016- 06- 17","28,520","28,200","28,700","28,200","16.41M","1.21%"
"2016- 06- 16","28,180","28,260","28,340","27,900","14.45M","-0.28%"
"2016- 06- 15","28,260","27,700","28,320","27,660","15.11M","2.39%"
"2016- 06- 14","27,600","27,420","27,720","27,380","12.17M","0.66%"
"2016- 06- 13","27,420","27,920","27,920","27,240","14.51M","-98.05%"
"2016- 06- 12","1,406,000","1,406,000","1,406,000","1,406,000","0.01K","4,900.00%"
"2016- 06- 10","28,120","28,480","28,500","28,080","14.47M","-1.68%"
"2016- 06- 09","28,600","28,160","28,600","28,120","25.63M","1.71%"
"2016- 06- 08","28,120","28,380","28,380","27,780","17.35M","0.57%"
"2016- 06- 07","27,960","27,720","28,040","27,600","23.02M","-97.97%"
"2016- 06- 06","1,377,000","1,377,000","1,377,000","1,377,000","0.05K","4,900.00%"
"2016- 06- 03","27,540","27,400","27,580","27,280","15.55M","0.88%"
"2016- 06- 02","27,300","27,000","27,440","26,920","23.64M","2.40%"
"2016- 06- 01","26,660","25,960","26,820","25,900","23.25M","3.17%"
"2016- 05- 31","25,840","25,600","26,000","25,360","59.92M","0.94%"
"2016- 05- 30","25,600","25,940","25,940","25,480","10.23M","-98.00%"
"2016- 05- 29","1,282,000","1,282,000","1,282,000","1,282,000","","4,900.00%"
"2016- 05- 27","25,640","26,000","26,020","25,460","13.10M","-1.08%"
"2016- 05- 26","25,920","25,980","26,060","25,900","11.59M","0.08%"
